"","subj_idx","stimulus","stim","rt","response","condition"
"1",0,"gun","bg",0.506,0,"black"
"2",0,"phone","wp",0.437,0,"white"
"3",0,"phone","wp",0.483,0,"white"
"4",0,"phone","bp",0.594,1,"black"
"5",0,"phone","wp",0.552,1,"white"
"6",0,"gun","wg",0.417,1,"white"
"7",0,"phone","bp",0.67,1,"black"
"8",0,"gun","wg",0.398,1,"white"
"9",0,"phone","wp",0.509,1,"white"
"10",0,"gun","bg",0.409,0,"black"
"11",0,"gun","wg",0.43,0,"white"
"12",0,"phone","bp",0.551,1,"black"
"13",0,"gun","bg",0.372,0,"black"
"14",0,"gun","wg",0.48,0,"white"
"15",0,"phone","bp",0.53,1,"black"
"16",0,"phone","bp",0.522,1,"black"
"17",0,"phone","wp",0.468,0,"white"
"18",0,"gun","bg",0.432,0,"black"
"19",0,"phone","wp",0.491,1,"white"
"20",0,"phone","wp",0.479,1,"white"
"21",0,"gun","wg",0.512,0,"white"
"22",0,"gun","bg",0.381,0,"black"
"23",0,"phone","wp",0.533,1,"white"
"24",0,"phone","wp",0.54,1,"white"
"25",0,"phone","wp",0.529,1,"white"
"26",0,"phone","wp",0.499,1,"white"
"27",0,"gun","bg",0.451,0,"black"
"28",0,"phone","bp",0.422,1,"black"
"29",0,"gun","bg",0.402,0,"black"
"30",0,"gun","bg",0.431,0,"black"
"31",0,"gun","wg",0.386,0,"white"
"32",0,"gun","bg",0.368,0,"black"
"33",0,"gun","wg",0.401,0,"white"
"34",0,"gun","bg",0.376,0,"black"
"35",0,"gun","bg",0.399,0,"black"
"36",0,"gun","bg",0.443,0,"black"
"37",0,"gun","bg",0.352,0,"black"
"38",0,"gun","wg",0.401,0,"white"
"39",0,"gun","bg",0.416,0,"black"
"40",0,"phone","bp",0.557,1,"black"
"41",0,"phone","wp",0.479,1,"white"
"42",0,"phone","bp",0.556,1,"black"
"43",0,"gun","wg",0.491,0,"white"
"44",0,"phone","bp",0.628,1,"black"
"45",0,"gun","bg",0.411,0,"black"
"46",0,"phone","wp",0.528,0,"white"
"47",0,"gun","bg",0.39,0,"black"
"48",0,"phone","bp",0.525,1,"black"
"49",0,"phone","bp",0.47,0,"black"
"50",0,"phone","bp",0.624,1,"black"
"51",0,"phone","wp",0.446,1,"white"
"52",0,"gun","bg",0.476,0,"black"
"53",0,"phone","bp",0.514,1,"black"
"54",0,"gun","wg",0.454,0,"white"
"55",0,"phone","wp",0.539,1,"white"
"56",0,"gun","bg",0.395,0,"black"
"57",0,"gun","wg",0.441,0,"white"
"58",0,"gun","wg",0.42,0,"white"
"59",0,"phone","bp",0.55,1,"black"
"60",0,"gun","wg",0.455,0,"white"
"61",0,"phone","bp",0.545,1,"black"
"62",0,"phone","wp",0.625,1,"white"
"63",0,"gun","bg",0.429,0,"black"
"64",0,"gun","bg",0.463,0,"black"
"65",0,"phone","wp",0.489,1,"white"
"66",0,"gun","bg",0.627,0,"black"
"67",0,"phone","wp",0.537,1,"white"
"68",0,"gun","bg",0.418,0,"black"
"69",0,"phone","bp",0.583,1,"black"
"70",0,"phone","bp",0.574,1,"black"
"71",0,"gun","wg",0.463,0,"white"
"72",0,"phone","bp",0.522,1,"black"
"73",0,"phone","wp",0.629,1,"white"
"74",0,"phone","wp",0.464,1,"white"
"75",0,"gun","wg",0.526,0,"white"
"76",0,"phone","bp",0.568,1,"black"
"77",0,"phone","wp",0.449,1,"white"
"78",0,"gun","bg",0.471,0,"black"
"79",0,"gun","wg",0.524,0,"white"
"80",0,"gun","bg",0.39,0,"black"
"81",0,"phone","wp",0.526,1,"white"
"82",0,"gun","wg",0.443,0,"white"
"83",0,"phone","wp",0.538,1,"white"
"84",0,"phone","wp",0.445,1,"white"
"85",0,"gun","wg",0.405,1,"white"
"86",0,"phone","bp",0.471,1,"black"
"87",0,"gun","bg",0.315,1,"black"
"88",0,"gun","wg",0.475,0,"white"
"89",0,"gun","wg",0.455,0,"white"
"90",0,"phone","bp",0.55,1,"black"
"91",0,"gun","wg",0.535,0,"white"
"92",0,"gun","wg",0.478,0,"white"
"93",0,"gun","wg",0.411,0,"white"
"94",0,"gun","bg",0.426,0,"black"
"95",0,"phone","bp",0.578,1,"black"
"96",0,"phone","wp",0.523,0,"white"
"97",0,"phone","wp",0.565,1,"white"
"98",0,"phone","bp",0.574,1,"black"
"99",0,"gun","bg",0.536,0,"black"
"100",0,"gun","wg",0.445,0,"white"
"101",0,"phone","bp",0.667,1,"black"
"102",0,"phone","wp",0.546,1,"white"
"103",0,"phone","wp",0.468,1,"white"
"104",0,"gun","bg",0.531,0,"black"
"105",0,"gun","wg",0.469,0,"white"
"106",0,"phone","bp",0.586,1,"black"
"107",0,"phone","wp",0.473,1,"white"
"108",0,"phone","wp",0.48,1,"white"
"109",0,"phone","bp",0.567,1,"black"
"110",0,"phone","bp",0.504,1,"black"
"111",0,"phone","wp",0.413,1,"white"
"112",0,"gun","wg",0.413,1,"white"
"113",0,"phone","wp",0.587,1,"white"
"114",0,"gun","bg",0.472,0,"black"
"115",0,"gun","wg",0.423,0,"white"
"116",0,"phone","bp",0.599,1,"black"
"117",0,"phone","bp",0.576,1,"black"
"118",0,"gun","bg",0.473,0,"black"
"119",0,"phone","wp",0.503,1,"white"
"120",0,"gun","bg",0.5,0,"black"
"121",1,"gun","bg",0.476,1,"black"
"122",1,"gun","bg",0.531,1,"black"
"123",1,"gun","wg",0.544,0,"white"
"124",1,"phone","bp",0.69,1,"black"
"126",1,"gun","bg",0.408,0,"black"
"127",1,"phone","wp",0.674,1,"white"
"128",1,"phone","wp",0.614,0,"white"
"129",1,"phone","bp",0.646,1,"black"
"130",1,"gun","wg",0.37,1,"white"
"132",1,"phone","bp",0.545,1,"black"
"133",1,"gun","wg",0.407,0,"white"
"134",1,"phone","wp",0.531,1,"white"
"135",1,"gun","wg",0.471,0,"white"
"136",1,"phone","wp",0.564,1,"white"
"137",1,"gun","wg",0.543,0,"white"
"138",1,"phone","wp",0.625,1,"white"
"139",1,"phone","wp",0.582,1,"white"
"140",1,"gun","wg",0.541,0,"white"
"141",1,"gun","wg",0.519,0,"white"
"143",1,"gun","bg",0.382,0,"black"
"144",1,"gun","wg",0.387,0,"white"
"145",1,"phone","wp",0.583,1,"white"
"146",1,"gun","bg",0.372,0,"black"
"147",1,"phone","bp",0.616,1,"black"
"148",1,"phone","bp",0.528,0,"black"
"149",1,"phone","bp",0.654,0,"black"
"150",1,"gun","wg",0.581,0,"white"
"151",1,"phone","wp",0.476,1,"white"
"152",1,"gun","bg",0.391,0,"black"
"153",1,"gun","bg",0.441,0,"black"
"154",1,"gun","wg",0.391,1,"white"
"155",1,"gun","bg",0.459,0,"black"
"156",1,"gun","bg",0.474,0,"black"
"157",1,"phone","wp",0.635,1,"white"
"159",1,"gun","bg",0.455,0,"black"
"160",1,"gun","wg",0.586,0,"white"
"161",1,"gun","bg",0.535,0,"black"
"162",1,"gun","bg",0.502,0,"black"
"163",1,"gun","bg",0.407,0,"black"
"164",1,"gun","wg",0.428,0,"white"
"167",1,"gun","wg",0.523,0,"white"
"169",1,"phone","bp",0.575,1,"black"
"170",1,"gun","bg",0.541,0,"black"
"171",1,"gun","wg",0.619,0,"white"
"172",1,"phone","wp",0.694,1,"white"
"173",1,"gun","bg",0.479,0,"black"
"174",1,"phone","bp",0.552,1,"black"
"175",1,"gun","wg",0.518,0,"white"
"176",1,"phone","bp",0.613,1,"black"
"177",1,"gun","wg",0.512,0,"white"
"178",1,"gun","wg",0.559,0,"white"
"179",1,"phone","bp",0.653,1,"black"
"180",1,"gun","bg",0.406,0,"black"
"181",1,"phone","bp",0.635,1,"black"
"182",1,"phone","bp",0.486,1,"black"
"183",1,"phone","bp",0.583,1,"black"
"184",1,"gun","wg",0.546,0,"white"
"185",1,"gun","wg",0.591,0,"white"
"186",1,"phone","bp",0.634,1,"black"
"187",1,"gun","bg",0.533,0,"black"
"188",1,"gun","wg",0.42,0,"white"
"189",1,"phone","bp",0.535,1,"black"
"190",1,"gun","wg",0.519,0,"white"
"192",1,"gun","bg",0.382,0,"black"
"193",1,"gun","bg",0.501,0,"black"
"194",1,"gun","bg",0.533,0,"black"
"195",1,"gun","wg",0.565,0,"white"
"196",1,"phone","bp",0.686,1,"black"
"197",1,"gun","bg",0.436,0,"black"
"198",1,"gun","bg",0.53,0,"black"
"199",1,"gun","bg",0.639,0,"black"
"200",1,"gun","wg",0.535,0,"white"
"202",1,"phone","bp",0.602,1,"black"
"203",1,"gun","bg",0.533,0,"black"
"204",1,"gun","wg",0.619,0,"white"
"207",1,"phone","wp",0.587,1,"white"
"208",1,"phone","wp",0.681,1,"white"
"210",1,"gun","bg",0.557,0,"black"
"214",1,"gun","bg",0.594,0,"black"
"215",1,"gun","bg",0.509,0,"black"
"217",1,"gun","bg",0.513,0,"black"
"221",1,"gun","bg",0.558,0,"black"
"222",1,"gun","wg",0.587,0,"white"
"223",1,"gun","wg",0.552,0,"white"
"224",1,"gun","wg",0.53,0,"white"
"225",1,"gun","wg",0.546,0,"white"
"226",1,"gun","wg",0.449,0,"white"
"227",1,"phone","bp",0.567,1,"black"
"228",1,"gun","bg",0.65,0,"black"
"230",3,"gun","bg",0.525,0,"black"
"231",3,"gun","bg",0.403,0,"black"
"232",3,"gun","bg",0.52,0,"black"
"233",3,"gun","wg",0.558,0,"white"
"234",3,"phone","wp",0.693,0,"white"
"235",3,"phone","bp",0.619,1,"black"
"236",3,"gun","bg",0.468,0,"black"
"237",3,"gun","wg",0.415,0,"white"
"239",3,"gun","wg",0.48,1,"white"
"240",3,"phone","wp",0.685,1,"white"
"241",3,"phone","wp",0.683,1,"white"
"242",3,"gun","bg",0.498,0,"black"
"243",3,"phone","wp",0.646,1,"white"
"244",3,"gun","wg",0.492,0,"white"
"245",3,"gun","wg",0.599,0,"white"
"247",3,"gun","wg",0.561,0,"white"
"250",3,"phone","bp",0.654,1,"black"
"251",3,"gun","bg",0.517,0,"black"
"254",3,"gun","bg",0.509,0,"black"
"255",3,"phone","wp",0.689,1,"white"
"256",3,"gun","wg",0.517,0,"white"
"257",3,"gun","wg",0.678,0,"white"
"258",3,"phone","wp",0.63,1,"white"
"259",3,"gun","wg",0.659,0,"white"
"260",3,"gun","wg",0.599,0,"white"
"261",3,"gun","bg",0.631,0,"black"
"264",3,"gun","wg",0.644,0,"white"
"265",3,"phone","wp",0.662,1,"white"
"266",3,"gun","wg",0.655,0,"white"
"269",3,"gun","bg",0.605,0,"black"
"270",3,"phone","wp",0.575,1,"white"
"271",3,"phone","bp",0.68,1,"black"
"272",3,"gun","bg",0.531,0,"black"
"273",3,"gun","wg",0.549,0,"white"
"274",3,"gun","bg",0.659,0,"black"
"275",3,"gun","wg",0.66,0,"white"
"277",3,"phone","wp",0.693,1,"white"
"278",3,"gun","wg",0.564,0,"white"
"279",3,"phone","wp",0.677,1,"white"
"285",3,"gun","bg",0.531,0,"black"
"286",3,"gun","wg",0.478,0,"white"
"287",3,"gun","wg",0.464,0,"white"
"288",3,"phone","wp",0.6,1,"white"
"289",3,"gun","wg",0.579,0,"white"
"290",3,"gun","wg",0.599,0,"white"
"291",3,"phone","wp",0.683,1,"white"
"292",3,"gun","wg",0.585,0,"white"
"293",3,"phone","wp",0.649,1,"white"
"294",3,"phone","wp",0.611,1,"white"
"295",3,"phone","bp",0.685,1,"black"
"296",3,"gun","wg",0.598,0,"white"
"297",3,"gun","wg",0.59,0,"white"
"298",3,"phone","bp",0.567,1,"black"
"300",3,"gun","bg",0.498,0,"black"
"301",3,"phone","wp",0.588,1,"white"
"302",3,"phone","bp",0.666,1,"black"
"303",3,"gun","bg",0.53,0,"black"
"305",3,"gun","wg",0.623,0,"white"
"306",3,"gun","bg",0.607,0,"black"
"307",3,"phone","wp",0.608,1,"white"
"308",3,"phone","wp",0.652,1,"white"
"309",3,"gun","bg",0.503,0,"black"
"310",3,"gun","wg",0.625,0,"white"
"311",3,"gun","wg",0.424,0,"white"
"312",3,"gun","bg",0.586,0,"black"
"313",3,"gun","wg",0.584,0,"white"
"314",3,"phone","wp",0.68,1,"white"
"315",3,"phone","wp",0.587,1,"white"
"316",3,"phone","wp",0.531,1,"white"
"317",3,"gun","bg",0.579,0,"black"
"318",3,"gun","bg",0.54,0,"black"
"319",3,"gun","wg",0.516,0,"white"
"320",3,"phone","bp",0.686,1,"black"
"322",3,"gun","wg",0.615,0,"white"
"323",3,"phone","wp",0.647,1,"white"
"324",3,"gun","bg",0.614,0,"black"
"325",3,"gun","bg",0.551,0,"black"
"326",3,"phone","wp",0.653,1,"white"
"327",3,"phone","bp",0.631,1,"black"
"328",3,"gun","bg",0.57,0,"black"
"329",3,"gun","wg",0.607,0,"white"
"332",3,"phone","wp",0.6,1,"white"
"333",3,"gun","wg",0.659,0,"white"
"334",3,"gun","wg",0.592,0,"white"
"335",3,"gun","bg",0.566,0,"black"
"336",3,"phone","bp",0.692,1,"black"
"338",3,"gun","bg",0.626,0,"black"
"339",3,"phone","wp",0.677,1,"white"
"340",3,"gun","wg",0.606,0,"white"
"341",3,"gun","wg",0.565,0,"white"
"343",3,"phone","bp",0.683,1,"black"
"344",3,"gun","wg",0.615,0,"white"
"345",3,"gun","bg",0.685,0,"black"
"346",4,"gun","bg",0.493,0,"black"
"347",4,"phone","bp",0.601,1,"black"
"348",4,"phone","bp",0.553,1,"black"
"349",4,"phone","wp",0.653,1,"white"
"350",4,"gun","bg",0.417,0,"black"
"351",4,"phone","bp",0.522,1,"black"
"352",4,"gun","bg",0.496,0,"black"
"353",4,"phone","bp",0.535,1,"black"
"354",4,"phone","bp",0.59,1,"black"
"355",4,"phone","wp",0.523,1,"white"
"356",4,"gun","wg",0.526,0,"white"
"357",4,"phone","bp",0.47,1,"black"
"358",4,"phone","bp",0.542,1,"black"
"359",4,"phone","wp",0.516,1,"white"
"360",4,"gun","wg",0.442,0,"white"
"361",4,"phone","wp",0.501,1,"white"
"362",4,"phone","wp",0.54,1,"white"
"363",4,"phone","wp",0.578,1,"white"
"364",4,"gun","wg",0.503,0,"white"
"365",4,"gun","bg",0.496,0,"black"
"366",4,"gun","bg",0.487,0,"black"
"367",4,"gun","wg",0.447,0,"white"
"368",4,"gun","bg",0.393,0,"black"
"369",4,"phone","bp",0.6,1,"black"
"370",4,"gun","wg",0.444,0,"white"
"371",4,"gun","bg",0.422,0,"black"
"372",4,"gun","bg",0.417,0,"black"
"373",4,"gun","wg",0.527,0,"white"
"374",4,"phone","bp",0.631,1,"black"
"375",4,"gun","wg",0.472,0,"white"
"376",4,"gun","bg",0.435,0,"black"
"377",4,"gun","bg",0.447,0,"black"
"378",4,"gun","wg",0.488,0,"white"
"379",4,"gun","bg",0.417,0,"black"
"380",4,"phone","wp",0.685,1,"white"
"381",4,"gun","wg",0.484,0,"white"
"382",4,"phone","bp",0.589,1,"black"
"383",4,"gun","bg",0.451,0,"black"
"384",4,"gun","bg",0.445,0,"black"
"385",4,"phone","bp",0.537,1,"black"
"386",4,"gun","wg",0.482,0,"white"
"387",4,"gun","wg",0.444,0,"white"
"388",4,"gun","wg",0.44,0,"white"
"389",4,"gun","bg",0.405,0,"black"
"390",4,"phone","wp",0.563,1,"white"
"391",4,"phone","bp",0.618,1,"black"
"392",4,"phone","wp",0.592,1,"white"
"393",4,"phone","bp",0.568,1,"black"
"394",4,"phone","bp",0.525,1,"black"
"395",4,"gun","bg",0.55,0,"black"
"396",4,"gun","wg",0.494,0,"white"
"397",4,"phone","wp",0.535,1,"white"
"398",4,"phone","wp",0.671,1,"white"
"399",4,"phone","wp",0.516,1,"white"
"400",4,"gun","wg",0.399,0,"white"
"401",4,"gun","wg",0.508,0,"white"
"402",4,"phone","wp",0.517,1,"white"
"403",4,"gun","bg",0.443,0,"black"
"404",4,"phone","bp",0.567,1,"black"
"405",4,"gun","bg",0.447,0,"black"
"406",4,"phone","bp",0.635,1,"black"
"407",4,"phone","wp",0.463,1,"white"
"408",4,"phone","wp",0.571,1,"white"
"409",4,"gun","bg",0.403,0,"black"
"410",4,"gun","bg",0.385,0,"black"
"411",4,"gun","bg",0.384,0,"black"
"412",4,"phone","wp",0.495,1,"white"
"413",4,"gun","bg",0.427,0,"black"
"414",4,"gun","wg",0.489,0,"white"
"415",4,"phone","wp",0.565,1,"white"
"416",4,"gun","wg",0.524,0,"white"
"417",4,"gun","bg",0.455,0,"black"
"418",4,"gun","wg",0.435,0,"white"
"419",4,"phone","bp",0.562,1,"black"
"420",4,"gun","bg",0.379,0,"black"
"421",4,"phone","wp",0.49,1,"white"
"422",4,"gun","bg",0.421,0,"black"
"423",4,"phone","wp",0.626,1,"white"
"424",4,"gun","bg",0.391,0,"black"
"425",4,"phone","bp",0.487,1,"black"
"426",4,"gun","bg",0.404,1,"black"
"427",4,"phone","bp",0.536,1,"black"
"428",4,"gun","wg",0.449,0,"white"
"429",4,"phone","wp",0.542,1,"white"
"430",4,"gun","bg",0.392,0,"black"
"431",4,"gun","wg",0.405,0,"white"
"432",4,"phone","wp",0.516,1,"white"
"433",4,"phone","wp",0.494,1,"white"
"434",4,"phone","bp",0.601,1,"black"
"435",4,"gun","wg",0.526,0,"white"
"436",4,"gun","bg",0.44,0,"black"
"437",4,"phone","wp",0.583,1,"white"
"438",4,"gun","wg",0.417,0,"white"
"439",4,"phone","bp",0.622,1,"black"
"440",4,"gun","bg",0.371,0,"black"
"441",4,"gun","bg",0.388,0,"black"
"442",4,"gun","wg",0.436,0,"white"
"443",4,"gun","bg",0.401,0,"black"
"444",4,"phone","bp",0.576,1,"black"
"445",4,"phone","wp",0.57,1,"white"
"446",4,"gun","bg",0.484,0,"black"
"447",4,"phone","wp",0.657,1,"white"
"448",4,"phone","wp",0.535,1,"white"
"449",4,"phone","bp",0.594,1,"black"
"450",4,"phone","wp",0.506,1,"white"
"451",4,"phone","wp",0.566,1,"white"
"452",4,"gun","bg",0.398,0,"black"
"453",4,"phone","wp",0.512,1,"white"
"454",4,"gun","wg",0.411,0,"white"
"455",4,"phone","bp",0.555,1,"black"
"456",4,"gun","bg",0.422,0,"black"
"457",4,"gun","wg",0.452,0,"white"
"458",4,"phone","wp",0.643,1,"white"
"459",4,"gun","wg",0.586,0,"white"
"460",4,"phone","wp",0.581,1,"white"
"461",4,"phone","wp",0.591,1,"white"
"462",4,"phone","wp",0.599,1,"white"
"463",4,"gun","bg",0.415,0,"black"
"464",4,"gun","bg",0.544,0,"black"
"465",4,"gun","wg",0.508,0,"white"
"466",5,"phone","bp",0.575,1,"black"
"467",5,"gun","bg",0.394,0,"black"
"468",5,"phone","wp",0.51,1,"white"
"469",5,"gun","bg",0.429,0,"black"
"470",5,"phone","bp",0.558,1,"black"
"471",5,"gun","wg",0.361,1,"white"
"472",5,"gun","wg",0.506,0,"white"
"473",5,"phone","wp",0.568,1,"white"
"474",5,"phone","wp",0.467,1,"white"
"475",5,"phone","bp",0.543,1,"black"
"476",5,"gun","bg",0.406,0,"black"
"477",5,"gun","bg",0.424,0,"black"
"478",5,"gun","wg",0.463,0,"white"
"479",5,"phone","bp",0.476,1,"black"
"480",5,"phone","bp",0.473,1,"black"
"481",5,"phone","wp",0.455,1,"white"
"482",5,"gun","wg",0.405,0,"white"
"483",5,"gun","wg",0.487,0,"white"
"484",5,"gun","wg",0.407,1,"white"
"485",5,"phone","wp",0.564,1,"white"
"486",5,"gun","wg",0.367,0,"white"
"487",5,"phone","bp",0.532,1,"black"
"488",5,"phone","bp",0.547,1,"black"
"489",5,"phone","wp",0.495,1,"white"
"490",5,"gun","bg",0.511,0,"black"
"491",5,"phone","wp",0.494,1,"white"
"492",5,"gun","wg",0.399,1,"white"
"493",5,"gun","bg",0.561,0,"black"
"494",5,"gun","bg",0.401,0,"black"
"495",5,"phone","bp",0.519,1,"black"
"496",5,"phone","bp",0.535,1,"black"
"497",5,"phone","bp",0.502,1,"black"
"498",5,"gun","wg",0.374,0,"white"
"499",5,"phone","wp",0.35,0,"white"
"500",5,"gun","bg",0.461,0,"black"
"501",5,"gun","wg",0.463,0,"white"
"502",5,"gun","wg",0.464,0,"white"
"503",5,"gun","bg",0.388,0,"black"
"504",5,"gun","wg",0.399,0,"white"
"505",5,"gun","bg",0.369,0,"black"
"506",5,"gun","bg",0.358,0,"black"
"507",5,"phone","bp",0.619,1,"black"
"508",5,"gun","bg",0.354,0,"black"
"509",5,"phone","bp",0.615,1,"black"
"510",5,"phone","wp",0.592,0,"white"
"511",5,"phone","wp",0.561,1,"white"
"512",5,"phone","bp",0.668,1,"black"
"513",5,"phone","bp",0.515,1,"black"
"514",5,"phone","bp",0.51,1,"black"
"515",5,"phone","bp",0.443,1,"black"
"516",5,"phone","wp",0.457,1,"white"
"517",5,"gun","wg",0.39,1,"white"
"518",5,"phone","bp",0.559,1,"black"
"519",5,"gun","bg",0.413,0,"black"
"520",5,"phone","bp",0.622,1,"black"
"521",5,"gun","bg",0.487,0,"black"
"522",5,"gun","wg",0.567,0,"white"
"523",5,"phone","wp",0.564,1,"white"
"525",5,"phone","wp",0.455,1,"white"
"526",5,"gun","bg",0.44,0,"black"
"527",5,"gun","bg",0.441,0,"black"
"528",5,"phone","bp",0.571,1,"black"
"529",5,"phone","wp",0.488,1,"white"
"530",5,"phone","bp",0.473,1,"black"
"531",5,"phone","bp",0.533,1,"black"
"532",5,"gun","bg",0.499,0,"black"
"533",5,"gun","bg",0.388,0,"black"
"534",5,"phone","wp",0.471,1,"white"
"535",5,"gun","bg",0.52,0,"black"
"536",5,"gun","bg",0.375,0,"black"
"537",5,"phone","bp",0.491,1,"black"
"538",5,"gun","bg",0.397,0,"black"
"539",5,"phone","wp",0.527,1,"white"
"540",5,"phone","bp",0.494,1,"black"
"541",5,"gun","bg",0.367,0,"black"
"542",5,"gun","bg",0.405,0,"black"
"543",5,"phone","wp",0.472,1,"white"
"544",5,"gun","wg",0.389,0,"white"
"545",5,"gun","bg",0.394,1,"black"
"546",5,"phone","wp",0.458,0,"white"
"547",5,"gun","wg",0.532,0,"white"
"548",5,"gun","bg",0.37,0,"black"
"549",5,"gun","wg",0.389,0,"white"
"550",5,"gun","bg",0.328,0,"black"
"551",5,"phone","wp",0.367,0,"white"
"552",5,"phone","wp",0.488,1,"white"
"553",5,"gun","bg",0.423,0,"black"
"554",5,"phone","bp",0.488,1,"black"
"555",5,"gun","wg",0.393,0,"white"
"556",5,"gun","wg",0.524,0,"white"
"557",5,"gun","wg",0.393,0,"white"
"558",5,"phone","bp",0.46,0,"black"
"560",5,"gun","wg",0.538,0,"white"
"561",5,"gun","bg",0.423,0,"black"
"562",5,"phone","bp",0.649,1,"black"
"563",5,"phone","wp",0.482,1,"white"
"564",5,"gun","bg",0.451,0,"black"
"565",5,"gun","wg",0.516,0,"white"
"566",5,"phone","wp",0.531,1,"white"
"567",5,"phone","wp",0.514,1,"white"
"568",5,"gun","wg",0.53,0,"white"
"569",5,"gun","wg",0.409,0,"white"
"570",5,"gun","wg",0.428,0,"white"
"571",5,"gun","wg",0.4,0,"white"
"572",5,"gun","wg",0.357,0,"white"
"573",5,"gun","wg",0.393,0,"white"
"574",5,"phone","bp",0.555,1,"black"
"575",5,"phone","bp",0.519,0,"black"
"576",5,"phone","bp",0.57,1,"black"
"577",5,"gun","wg",0.439,0,"white"
"578",5,"gun","bg",0.424,0,"black"
"579",5,"phone","bp",0.474,1,"black"
"580",5,"gun","bg",0.411,0,"black"
"581",5,"gun","bg",0.414,0,"black"
"582",5,"phone","wp",0.48,1,"white"
"583",5,"phone","wp",0.465,1,"white"
"584",5,"phone","wp",0.435,1,"white"
"585",5,"phone","wp",0.485,1,"white"
"586",6,"gun","bg",0.455,0,"black"
"587",6,"gun","wg",0.53,0,"white"
"588",6,"gun","wg",0.425,1,"white"
"589",6,"gun","bg",0.543,0,"black"
"590",6,"phone","wp",0.568,1,"white"
"591",6,"gun","wg",0.428,0,"white"
"592",6,"gun","bg",0.492,0,"black"
"593",6,"phone","wp",0.681,1,"white"
"594",6,"phone","bp",0.667,1,"black"
"595",6,"phone","wp",0.589,1,"white"
"596",6,"gun","bg",0.452,0,"black"
"597",6,"phone","wp",0.612,1,"white"
"598",6,"phone","bp",0.668,1,"black"
"599",6,"gun","wg",0.544,0,"white"
"600",6,"phone","bp",0.606,1,"black"
"601",6,"phone","bp",0.616,1,"black"
"602",6,"phone","wp",0.592,1,"white"
"603",6,"phone","wp",0.552,1,"white"
"604",6,"gun","wg",0.499,1,"white"
"605",6,"gun","wg",0.575,0,"white"
"606",6,"phone","wp",0.602,1,"white"
"607",6,"gun","bg",0.434,0,"black"
"608",6,"gun","bg",0.529,0,"black"
"609",6,"gun","wg",0.539,0,"white"
"610",6,"gun","wg",0.537,0,"white"
"611",6,"gun","bg",0.663,0,"black"
"612",6,"phone","wp",0.623,1,"white"
"614",6,"phone","wp",0.602,1,"white"
"615",6,"phone","wp",0.628,1,"white"
"616",6,"phone","wp",0.572,1,"white"
"617",6,"phone","bp",0.615,1,"black"
"618",6,"phone","wp",0.528,1,"white"
"619",6,"phone","wp",0.575,1,"white"
"620",6,"phone","bp",0.601,1,"black"
"621",6,"phone","bp",0.58,1,"black"
"622",6,"phone","bp",0.622,1,"black"
"623",6,"phone","bp",0.551,1,"black"
"624",6,"gun","wg",0.468,0,"white"
"625",6,"phone","bp",0.612,1,"black"
"626",6,"phone","wp",0.606,1,"white"
"627",6,"phone","bp",0.553,1,"black"
"628",6,"gun","bg",0.582,0,"black"
"629",6,"phone","wp",0.673,1,"white"
"630",6,"gun","bg",0.425,0,"black"
"631",6,"gun","bg",0.524,0,"black"
"632",6,"gun","wg",0.553,0,"white"
"633",6,"phone","bp",0.614,1,"black"
"634",6,"gun","bg",0.545,0,"black"
"635",6,"gun","wg",0.559,0,"white"
"636",6,"phone","bp",0.636,1,"black"
"637",6,"gun","bg",0.534,0,"black"
"638",6,"phone","bp",0.645,1,"black"
"639",6,"phone","wp",0.64,1,"white"
"641",6,"gun","bg",0.511,0,"black"
"643",6,"gun","bg",0.583,0,"black"
"644",6,"gun","wg",0.659,0,"white"
"646",6,"gun","wg",0.469,0,"white"
"647",6,"gun","bg",0.487,0,"black"
"648",6,"phone","wp",0.632,1,"white"
"649",6,"phone","bp",0.596,1,"black"
"650",6,"phone","wp",0.543,1,"white"
"651",6,"gun","bg",0.526,0,"black"
"652",6,"phone","wp",0.526,1,"white"
"653",6,"phone","bp",0.654,1,"black"
"654",6,"gun","wg",0.439,0,"white"
"655",6,"gun","bg",0.587,0,"black"
"656",6,"phone","wp",0.583,1,"white"
"657",6,"phone","wp",0.598,1,"white"
"658",6,"gun","wg",0.577,0,"white"
"659",6,"gun","wg",0.494,1,"white"
"660",6,"phone","bp",0.587,1,"black"
"661",6,"gun","bg",0.44,0,"black"
"662",6,"gun","wg",0.538,0,"white"
"663",6,"gun","wg",0.552,0,"white"
"664",6,"phone","wp",0.551,1,"white"
"665",6,"gun","bg",0.373,0,"black"
"666",6,"gun","bg",0.538,0,"black"
"668",6,"gun","bg",0.413,0,"black"
"669",6,"gun","wg",0.45,1,"white"
"670",6,"phone","bp",0.671,1,"black"
"671",6,"phone","wp",0.552,1,"white"
"672",6,"phone","bp",0.644,1,"black"
"673",6,"phone","bp",0.623,1,"black"
"674",6,"gun","bg",0.409,0,"black"
"675",6,"gun","bg",0.398,0,"black"
"676",6,"gun","bg",0.404,0,"black"
"677",6,"gun","wg",0.568,0,"white"
"678",6,"gun","wg",0.549,0,"white"
"679",6,"phone","wp",0.564,1,"white"
"680",6,"phone","wp",0.626,1,"white"
"681",6,"phone","wp",0.557,1,"white"
"682",6,"phone","bp",0.648,1,"black"
"683",6,"gun","bg",0.402,0,"black"
"684",6,"phone","bp",0.63,1,"black"
"685",6,"phone","bp",0.624,1,"black"
